filename,Red,Green,Blue,Hue,Saturation,Value,Y,Cr,Cb,L,A,B,Hair_Red,Hair_Green,Hair_Blue,Eye_Red,Eye_Green,Eye_Blue,New Red,New Green,New Blue,label
spring55_flip_horizontal.png,179.0,135.0,114.0,10.0,97.0,179.0,146.0,151.0,110.0,152.0,142.0,146.0,29.0,23.0,23.0,81.0,60.0,51.0,235.0,193.0,172.0,0
spring54_flip_horizontal.png,180.0,143.0,130.0,15.0,76.0,180.0,153.0,148.0,115.0,158.0,140.0,141.0,16.0,13.0,19.0,58.0,41.0,39.0,239.0,203.0,186.0,0
spring57_flip_horizontal.png,177.0,130.0,103.0,11.0,107.0,177.0,141.0,153.0,106.0,148.0,142.0,150.0,38.0,32.0,28.0,82.0,58.0,45.0,225.0,180.0,150.0,0
spring56_flip_horizontal.png,181.0,125.0,102.0,9.0,112.0,181.0,139.0,158.0,107.0,147.0,147.0,149.0,45.0,34.0,31.0,86.0,55.0,46.0,205.0,153.0,133.0,0
spring51_flip_horizontal.png,173.0,131.0,113.0,9.0,92.0,173.0,142.0,150.0,112.0,148.0,142.0,144.0,131.0,98.0,78.0,41.0,31.0,27.0,230.0,201.0,189.0,0
spring52_flip_horizontal.png,170.0,107.0,74.0,10.0,149.0,170.0,122.0,162.0,101.0,130.0,150.0,157.0,24.0,18.0,16.0,71.0,40.0,28.0,242.0,172.0,128.0,0
spring53_flip_horizontal.png,192.0,135.0,111.0,9.0,113.0,192.0,149.0,159.0,106.0,156.0,147.0,150.0,29.0,21.0,19.0,100.0,62.0,51.0,250.0,191.0,167.0,0
spring67.png,167.0,124.0,104.0,10.0,100.0,167.0,135.0,151.0,111.0,141.0,142.0,146.0,27.0,21.0,22.0,78.0,55.0,47.0,220.0,177.0,156.0,0
spring73.png,195.0,162.0,144.0,11.0,70.0,195.0,170.0,146.0,114.0,176.0,137.0,142.0,87.0,68.0,55.0,81.0,64.0,58.0,234.0,216.0,205.0,0
spring72.png,167.0,133.0,124.0,7.0,73.0,167.0,142.0,146.0,118.0,147.0,139.0,138.0,59.0,46.0,44.0,79.0,59.0,56.0,237.0,208.0,201.0,0
spring66.png,172.0,127.0,109.0,9.0,99.0,172.0,139.0,152.0,111.0,145.0,143.0,145.0,24.0,18.0,17.0,64.0,45.0,40.0,232.0,189.0,170.0,0
spring58.png,166.0,118.0,97.0,9.0,109.0,166.0,130.0,154.0,109.0,137.0,144.0,147.0,42.0,28.0,22.0,82.0,61.0,56.0,239.0,182.0,157.0,0
spring70.png,181.0,133.0,112.0,9.0,102.0,181.0,145.0,153.0,110.0,151.0,143.0,147.0,21.0,17.0,13.0,71.0,42.0,32.0,239.0,189.0,169.0,0
spring64.png,183.0,143.0,119.0,11.0,95.0,183.0,152.0,150.0,110.0,158.0,140.0,147.0,27.0,21.0,17.0,63.0,45.0,35.0,232.0,205.0,188.0,0
spring65.png,175.0,128.0,106.0,9.0,104.0,175.0,140.0,153.0,109.0,146.0,143.0,147.0,25.0,21.0,22.0,84.0,53.0,44.0,229.0,181.0,158.0,0
spring71.png,188.0,140.0,123.0,9.0,94.0,188.0,152.0,153.0,111.0,158.0,144.0,145.0,26.0,17.0,15.0,103.0,75.0,66.0,238.0,194.0,188.0,0
spring59.png,155.0,108.0,96.0,8.0,100.0,155.0,121.0,153.0,114.0,127.0,145.0,142.0,22.0,17.0,14.0,81.0,52.0,49.0,220.0,163.0,149.0,0
spring75.png,206.0,155.0,127.0,11.0,99.0,206.0,167.0,156.0,105.0,173.0,143.0,150.0,195.0,180.0,152.0,109.0,75.0,62.0,239.0,193.0,164.0,0
spring61.png,175.0,128.0,106.0,9.0,104.0,175.0,140.0,153.0,109.0,146.0,143.0,147.0,25.0,21.0,23.0,84.0,53.0,44.0,229.0,181.0,158.0,0
